-13.472, -7.086, -14.261, 0.04338
-13.01, -8.668, -13.248, 0.04275
-14.975, -6.851, -13.238, 0.04489
-12.614, -7.114, -13.319, 0.04454
-13.743, -7.501, -13.015, 0.04446
-13.534, -3.864, -16.116, 0.0424
-12.946, -0.280, -17.247, 0.04041
-14.727, -2.563, -15.724, 0.04391
-12.639, -2.671, -16.973, 0.04079
-13.753, -2.683, -16.337, 0.04225
-12.756, -1.891, -15.835, 0.04379
-14.801, -0.867, -16.044, 0.04292
-13.346, -1.430, -16.887, 0.04147
-14.061, -0.292, -16.612, 0.04186
-13.154, -0.690, -15.674, 0.04425
-16.216, -5.573, -12.866, 0.04683
-16.221, -4.587, -13.630, 0.04729
-16.460, -3.246, -13.934, 0.04747
-17.034, -3.990, -12.950, 0.04809
-16.232, -3.452, -13.017, 0.04840
-14.577, -4.732, -14.987, 0.04460
-14.158, -5.780, -14.777, 0.04431
-15.190, -5.183, -14.204, 0.04580
-12.774, -6.199, -15.341, 0.04212
-13.602, -4.852, -15.600, 0.04294
-12.733, -5.100, -15.039, 0.04362
-12.568, -6.042, -14.359, 0.04416
-13.510, -4.940, -14.149, 0.04590
-14.995, -3.684, -15.196, 0.04490
-15.608, -4.135, -14.413, 0.04609
-14.984, -3.811, -14.232, 0.04671
-12.954, -4.012, -14.971, 0.04454
-13.164, -3.143, -15.285, 0.04456
-13.929, -3.892, -14.358, 0.04620
-14.157, -5.896, -13.312, 0.04608
-14.566, -4.859, -14.023, 0.04641
-15.188, -5.299, -12.739, 0.04757
-14.565, -4.975, -12.557, 0.04818
-13.301, -5.809, -13.835, 0.04547
-13.509, -5.056, -12.683, 0.04768
-12.653, -4.968, -13.206, 0.04707
-15.597, -4.262, -13.449, 0.04790
-14.127, -3.150, -13.707, 0.04804
-14.974, -3.938, -13.268, 0.04851
-15.609, -3.128, -12.836, 0.04901
-14.348, -3.190, -12.869, 0.04933
-13.918, -4.019, -13.394, 0.04801
-12.862, -4.100, -13.520, 0.04750
-13.072, -3.231, -13.833, 0.04753
-13.292, -3.270, -12.995, 0.04883
-16.273, -2.35, -14.479, 0.04696
-16.262, -0.524, -14.831, 0.04528
-17.373, -2.143, -13.308, 0.04796
-15.836, -2.922, -13.753, 0.04808
-16.472, -2.112, -13.321, 0.04858
-15.670, -1.574, -13.388, 0.04879
-17.576, -0.39, -13.438, 0.04637
-16.335, -1.259, -13.598, 0.04817
-17.109, -0.991, -12.720, 0.04817
-16.108, -1.465, -12.681, 0.04910
-15.971, -0.613, -12.958, 0.04869
-15.579, -1.674, -15.245, 0.04528
-14.138, -3.023, -14.671, 0.04623
-14.990, -2.134, -14.192, 0.04760
-13.575, -2.132, -14.672, 0.0464
-14.181, -0.404, -15.222, 0.04517
-15.394, -0.982, -14.559, 0.04678
-13.685, -1.210, -14.513, 0.04674
-12.565, -1.151, -14.622, 0.04657
-13.389, -0.085, -14.238, 0.04743
-14.494, -2.216, -12.703, 0.04963
-13.502, -2.402, -13.308, 0.04885
-13.961, -1.802, -13.342, 0.04874
-12.690, -1.995, -13.077, 0.04946
-15.030, -0.335, -13.919, 0.04730
-14.365, -0.650, -13.708, 0.04792
-15.306, -0.927, -12.748, 0.04931
-14.641, -1.242, -12.537, 0.04993
-15.415, -0.005, -12.588, 0.04912
-12.985, -1.237, -13.871, 0.04825
-12.689, -0.112, -13.596, 0.04895
-13.205, -1.276, -13.033, 0.04955
-13.665, -0.677, -13.067, 0.04944
-12.838, -0.268, -12.693, 0.05090
-8.15, -0.587, -18.804, 0.03675
-7.006, -0.805, -18.86, 0.0362
-6.043, -1.943, -18.787, 0.03593
-5.087, -1.498, -18.796, 0.03560
-6.043, -0.542, -18.919, 0.03592
-5.087, -0.097, -18.928, 0.03559
-3.958, -0.575, -18.809, 0.03523
-10.668, -6.934, -15.927, 0.03961
-8.500, -7.879, -15.993, 0.03864
-8.262, -6.68, -16.3, 0.03885
-7.319, -6.342, -17.056, 0.03765
-7.271, -7.516, -16.362, 0.03814
-6.748, -6.293, -16.284, 0.03907
-9.439, -9.433, -14.352, 0.04083
-11.828, -9.449, -13.157, 0.04260
-9.651, -10.265, -13.331, 0.04184
-10.658, -9.674, -13.589, 0.04173
-10.871, -10.506, -12.568, 0.04274
-8.432, -10.024, -14.094, 0.04095
-7.237, -9.702, -14.554, 0.03988
-8.558, -10.282, -12.854, 0.04265
-6.79, -10.3, -13.273, 0.04065
-11.615, -8.617, -14.178, 0.04158
-9.959, -8.602, -14.957, 0.04019
-11.636, -6.983, -14.874, 0.04158
-10.918, -7.731, -15.257, 0.04032
-9.739, -7.091, -14.967, 0.04132
-10.712, -7.573, -14.276, 0.04236
-11.903, -8.128, -12.958, 0.04398
-10.733, -8.354, -13.391, 0.04311
-9.533, -7.956, -13.965, 0.04244
-9.681, -9.071, -13.041, 0.04316
-11.882, -7.347, -13.843, 0.04323
-10.978, -6.303, -13.941, 0.04401
-12.347, -7.501, -12.535, 0.04519
-10.999, -7.084, -13.056, 0.04475
-11.732, -6.851, -12.532, 0.04607
-9.799, -6.686, -13.630, 0.04409
-9.821, -7.467, -12.745, 0.04483
-9.594, -6.529, -12.649, 0.04634
-8.466, -8.951, -15.044, 0.03979
-7.271, -8.630, -15.503, 0.03872
-6.344, -9.032, -14.098, 0.04053
-7.572, -8.281, -14.588, 0.04044
-9.035, -6.398, -15.085, 0.04176
-8.560, -7.474, -14.656, 0.04140
-8.037, -6.250, -14.577, 0.04233
-7.078, -7.006, -15.284, 0.04007
-8.526, -8.546, -13.707, 0.04256
-7.539, -9.354, -13.639, 0.04160
-6.412, -8.020, -13.918, 0.04142
-6.645, -8.684, -13.183, 0.04225
-7.633, -7.877, -13.251, 0.04321
-8.620, -7.069, -13.319, 0.04417
-7.399, -7.213, -13.986, 0.04238
-6.582, -6.851, -13.864, 0.04270
-6.815, -7.514, -13.130, 0.04353
-7.803, -6.707, -13.197, 0.04448
-6.986, -6.345, -13.076, 0.04480
-6.043, -8.267, -15.872, 0.03823
-3.501, -8.167, -15.759, 0.03710
-6.043, -7.153, -16.732, 0.03765
-4.849, -6.353, -17.065, 0.03681
-6.110, -7.255, -15.692, 0.03912
-4.772, -7.660, -16.245, 0.03737
-5.513, -6.298, -16.289, 0.03837
-3.91, -6.832, -16.191, 0.03732
-2.606, -6.918, -15.851, 0.03694
-0.946, -6.362, -16.170, 0.03569
-5.427, -9.588, -14.726, 0.03847
-6.043, -11.247, -12.908, 0.03970
-3.839, -11.068, -12.763, 0.03757
-6.043, -10.314, -13.961, 0.03926
-4.811, -10.731, -13.387, 0.03858
-5.346, -9.596, -13.473, 0.03993
-3.846, -10.114, -13.382, 0.03836
-2.331, -9.585, -14.059, 0.03695
-2.487, -10.467, -13.122, 0.03689
-2.241, -9.579, -12.614, 0.03796
-1.240, -9.838, -13.316, 0.03637
-4.772, -8.774, -15.386, 0.03796
-5.337, -8.639, -14.382, 0.03958
-6.110, -8.368, -14.833, 0.03970
-3.540, -9.191, -14.812, 0.03728
-4.067, -8.032, -14.755, 0.03873
-3.294, -8.303, -14.304, 0.03835
-4.839, -7.762, -15.205, 0.03885
-5.581, -6.400, -15.249, 0.03985
-6.178, -7.357, -14.652, 0.04059
-5.405, -7.627, -14.201, 0.04047
-6.246, -6.345, -14.472, 0.04152
-5.017, -6.749, -14.310, 0.04064
-3.678, -7.154, -14.863, 0.03889
-5.639, -8.291, -13.467, 0.04130
-5.647, -9.248, -12.558, 0.04165
-5.923, -8.193, -12.695, 0.04283
-4.105, -9.056, -13.808, 0.03891
-3.333, -9.327, -13.357, 0.03853
-4.632, -7.898, -13.750, 0.04035
-3.859, -8.168, -13.300, 0.03998
-4.641, -8.855, -12.842, 0.04070
-4.143, -8.070, -12.528, 0.04150
-5.689, -7.529, -13.429, 0.04200
-5.764, -6.488, -13.742, 0.04241
-4.992, -6.759, -13.292, 0.04229
-4.916, -7.800, -12.979, 0.04188
-6.093, -7.023, -12.641, 0.04410
-5.275, -6.661, -12.520, 0.04381
-3.471, -7.290, -13.408, 0.04014
-4.244, -7.020, -13.859, 0.04052
-4.527, -6.922, -13.087, 0.04204
-3.225, -6.402, -12.900, 0.04125
-2.292, -8.562, -15.006, 0.03677
-1.084, -8.956, -14.253, 0.03643
-1.150, -7.915, -14.132, 0.03716
-0.027, -8.241, -14.267, 0.03608
-2.359, -7.521, -14.885, 0.03750
-1.015, -7.659, -15.212, 0.03606
-1.081, -6.618, -15.090, 0.03679
-0.093, -7.200, -14.146, 0.03681
-2.085, -8.697, -13.551, 0.03801
-3.086, -8.439, -12.849, 0.03960
-1.917, -8.470, -12.525, 0.03873
-0.916, -8.729, -13.227, 0.03715
-2.151, -7.656, -13.430, 0.03875
-2.536, -6.508, -13.989, 0.03929
-1.905, -6.768, -12.922, 0.03985
-1.216, -6.874, -14.011, 0.03790
-0.255, -6.375, -13.851, 0.03751
-0.982, -7.688, -13.105, 0.03788
-0.658, -6.579, -13.016, 0.03848
-9.604, -4.680, -17.463, 0.03794
-10.614, -3.830, -17.546, 0.03824
-9.431, -3.393, -17.967, 0.03748
-11.61, -5.248, -16.445, 0.03992
-9.992, -6.075, -16.642, 0.03879
-9.422, -6.025, -15.870, 0.04021
-10.482, -5.237, -15.782, 0.04106
-10.961, -4.126, -16.423, 0.04059
-11.830, -3.877, -16.985, 0.03990
-12.177, -4.172, -15.862, 0.04226
-11.783, -3.345, -15.728, 0.04302
-10.094, -3.843, -16.602, 0.04021
-10.567, -3.299, -16.290, 0.04135
-9.574, -3.855, -15.659, 0.04219
-8.594, -5.531, -17.380, 0.03765
-7.319, -5.088, -17.692, 0.03699
-8.421, -4.243, -17.884, 0.03719
-7.145, -3.801, -18.197, 0.03653
-8.554, -5.087, -16.563, 0.0395
-6.748, -5.038, -16.920, 0.03841
-7.454, -5.432, -15.836, 0.04049
-6.933, -4.899, -15.884, 0.04039
-8.217, -4.410, -16.699, 0.03945
-8.911, -3.406, -17.024, 0.03946
-8.514, -4.644, -15.747, 0.04134
-8.707, -3.573, -15.839, 0.04172
-7.840, -3.290, -16.018, 0.04125
-6.941, -3.967, -17.011, 0.03879
-7.647, -4.361, -15.927, 0.04087
-6.412, -4.367, -15.932, 0.04030
-7.126, -3.828, -15.975, 0.04077
-11.423, -2.625, -17.534, 0.03913
-10.12, -2.076, -17.771, 0.03848
-12.231, -1.419, -17.523, 0.04002
-11.037, -1.328, -17.966, 0.03868
-11.745, -0.280, -17.819, 0.03980
-9.843, -1.236, -18.409, 0.03733
-10.551, -0.189, -18.262, 0.03846
-10.480, -0.759, -17.543, 0.03970
-11.614, -2.963, -16.572, 0.04129
-11.206, -1.710, -17.122, 0.04052
-11.376, -2.093, -16.278, 0.04224
-10.398, -2.916, -17.133, 0.03963
-10.181, -2.002, -16.721, 0.04102
-10.351, -2.384, -15.877, 0.04274
-9.878, -2.929, -16.190, 0.04160
-9.551, -1.610, -16.323, 0.04192
-11.674, -0.850, -17.100, 0.04104
-11.117, -0.282, -16.677, 0.04207
-12.040, -0.679, -16.310, 0.04280
-11.483, -0.111, -15.887, 0.04383
-10.649, -1.142, -16.699, 0.04154
-9.494, -1.091, -17.046, 0.04067
-9.962, -0.231, -17.024, 0.04120
-10.819, -1.524, -15.855, 0.04327
-9.741, -0.466, -16.09, 0.04283
-8.247, -2.956, -18.389, 0.03672
-9.045, -2.096, -18.399, 0.03703
-8.108, -2.013, -18.595, 0.03660
-9.214, -2.479, -17.555, 0.03887
-8.043, -3.123, -17.204, 0.03899
-8.527, -1.568, -17.879, 0.03853
-7.145, -2.449, -18.588, 0.03633
-6.478, -1.757, -18.026, 0.03754
-6.478, -3.108, -17.635, 0.03774
-7.580, -2.264, -17.828, 0.03793
-6.913, -1.572, -17.266, 0.03915
-8.906, -1.153, -18.605, 0.03691
-9.268, -0.189, -18.612, 0.03746
-8.388, -0.624, -18.085, 0.03840
-7.860, -0.876, -17.318, 0.03974
-9.066, -0.444, -17.63, 0.03958
-7.441, -1.320, -18.033, 0.03781
-6.478, -0.357, -18.158, 0.03753
-7.743, -0.107, -17.766, 0.03877
-8.584, -2.087, -17.157, 0.03977
-9.13, -2.591, -16.081, 0.04182
-8.381, -2.254, -15.972, 0.04204
-7.376, -2.431, -16.642, 0.04020
-6.662, -2.969, -16.599, 0.03972
-6.384, -1.823, -16.499, 0.04036
-6.848, -2.683, -15.875, 0.04141
-7.917, -1.395, -16.596, 0.04099
-8.864, -0.699, -16.647, 0.04158
-8.921, -1.217, -15.925, 0.04283
-6.765, -0.968, -16.642, 0.04059
-7.463, -0.315, -16.846, 0.04064
-7.769, -0.790, -15.972, 0.04243
-6.999, -1.311, -15.961, 0.04230
-6.616, -0.363, -16.018, 0.04203
-11.349, -5.520, -15.602, 0.04144
-11.876, -5.129, -14.096, 0.04479
-11.143, -5.362, -14.621, 0.04347
-10.025, -5.343, -14.608, 0.04365
-11.308, -4.421, -15.300, 0.04294
-12.085, -4.260, -14.410, 0.04522
-11.371, -4.445, -14.141, 0.04548
-12.295, -3.391, -14.723, 0.04525
-11.691, -3.433, -14.277, 0.04598
-10.441, -4.138, -15.479, 0.04257
-9.572, -4.387, -14.918, 0.04353
-10.914, -3.594, -15.167, 0.04370
-10.047, -3.311, -15.346, 0.04333
-10.439, -4.669, -14.738, 0.04391
-10.865, -3.761, -14.186, 0.04639
-10.045, -3.842, -14.605, 0.04467
-11.711, -6.070, -13.417, 0.04532
-11.206, -5.386, -13.462, 0.04601
-12.444, -5.837, -12.893, 0.04663
-11.938, -5.153, -12.938, 0.04733
-10.274, -5.611, -14.059, 0.04444
-10.502, -4.694, -13.580, 0.04645
-10.772, -6.146, -12.960, 0.04626
-10.068, -5.453, -13.077, 0.04670
-11.643, -3.601, -13.296, 0.04867
-12.148, -4.284, -13.251, 0.04776
-11.433, -4.469, -12.983, 0.04802
-12.125, -3.784, -12.646, 0.04962
-11.263, -3.192, -12.557, 0.05066
-9.997, -4.010, -13.625, 0.04736
-10.121, -4.292, -12.763, 0.04912
-10.928, -3.785, -13.028, 0.04893
-9.616, -3.608, -12.808, 0.05003
-8.512, -5.175, -15.006, 0.04268
-7.491, -4.779, -15.017, 0.04253
-6.623, -5.116, -15.088, 0.04142
-7.220, -5.888, -14.456, 0.04265
-6.617, -5.032, -14.268, 0.04298
-8.551, -3.991, -14.929, 0.04338
-9.159, -3.388, -14.882, 0.04423
-9.157, -3.919, -14.141, 0.04557
-8.549, -4.522, -14.187, 0.04472
-8.136, -3.524, -14.152, 0.04542
-6.970, -4.247, -15.065, 0.04243
-7.684, -3.708, -15.108, 0.04291
-7.528, -4.127, -14.198, 0.04457
-6.507, -3.731, -14.209, 0.04411
-9.095, -5.994, -13.748, 0.04452
-8.278, -5.631, -13.626, 0.04484
-8.715, -5.592, -12.931, 0.04719
-7.897, -5.230, -12.810, 0.04751
-6.649, -5.839, -13.684, 0.04362
-7.257, -5.236, -13.637, 0.04468
-6.580, -5.216, -12.994, 0.04608
-9.190, -4.516, -13.360, 0.04755
-8.169, -4.121, -13.371, 0.04740
-8.776, -3.518, -13.325, 0.04824
-8.809, -4.115, -12.544, 0.05022
-7.888, -3.594, -12.860, 0.04907
-6.640, -4.203, -13.734, 0.04518
-7.247, -3.600, -13.688, 0.04624
-7.187, -4.613, -12.948, 0.04714
-11.495, -2.361, -14.474, 0.04631
-10.520, -2.767, -15.034, 0.04446
-9.721, -1.992, -15.479, 0.04365
-9.632, -2.844, -14.569, 0.04536
-10.278, -1.752, -14.128, 0.04761
-11.185, -1.353, -15.065, 0.04503
-12.011, -0.385, -14.369, 0.04723
-10.943, -0.338, -14.160, 0.04817
-9.932, -0.777, -15.043, 0.0455
-12.261, -2.825, -13.602, 0.04813
-12.470, -1.956, -13.915, 0.04816
-11.041, -2.325, -13.379, 0.04930
-11.881, -2.416, -12.863, 0.05012
-11.265, -1.594, -12.772, 0.05208
-10.471, -2.934, -14.053, 0.04715
-9.583, -3.011, -13.589, 0.04805
-9.390, -1.829, -13.664, 0.04851
-10.423, -3.102, -13.073, 0.04984
-10.230, -1.919, -13.148, 0.05030
-12.174, -0.831, -13.640, 0.04885
-11.659, -1.549, -13.685, 0.04876
-11.332, -0.391, -13.726, 0.04877
-12.323, -0.987, -12.737, 0.05081
-11.617, -0.513, -12.899, 0.05101
-10.848, -1.143, -13.454, 0.04976
-10.454, -1.188, -12.541, 0.05308
-9.474, -1.385, -12.526, 0.05450
-10.806, -0.106, -12.668, 0.05200
-10.037, -0.737, -13.223, 0.05076
-8.291, -3.105, -15.062, 0.04376
-8.832, -2.069, -15.015, 0.04454
-8.743, -2.920, -14.105, 0.04626
-7.914, -1.985, -14.381, 0.04586
-6.692, -3.101, -14.965, 0.04307
-7.463, -2.170, -15.338, 0.04335
-7.307, -2.588, -14.428, 0.04501
-6.286, -2.192, -14.439, 0.04455
-8.003, -1.134, -15.291, 0.04414
-8.647, -0.488, -15.449, 0.04416
-8.460, -1.379, -14.584, 0.04663
-9.204, -0.248, -14.098, 0.04812
-8.185, -0.650, -14.108, 0.04796
-6.471, -1.562, -15.194, 0.04351
-7.494, -0.061, -15.495, 0.04376
-6.851, -0.706, -15.338, 0.04374
-7.085, -1.050, -14.657, 0.04546
-6.306, -1.133, -14.161, 0.04621
-7.728, -0.404, -14.815, 0.04547
-6.702, -0.102, -14.714, 0.04528
-7.855, -2.997, -13.641, 0.04709
-8.371, -2.231, -13.674, 0.04835
-8.827, -2.477, -12.967, 0.05225
-7.938, -2.553, -12.503, 0.05308
-8.454, -1.787, -12.536, 0.05434
-7.026, -2.062, -13.917, 0.04669
-6.638, -2.959, -13.04, 0.04852
-7.277, -2.063, -12.942, 0.05071
-9.017, -1.139, -13.233, 0.05060
-7.998, -1.541, -13.243, 0.05043
-8.207, -0.333, -12.905, 0.05217
-7.336, -1.05, -13.681, 0.04949
-6.763, -1.379, -13.454, 0.04870
-7.773, -0.160, -13.571, 0.05103
-7.586, -1.051, -12.707, 0.05351
-6.351, -0.889, -12.917, 0.05177
-5.446, -5.499, -17.535, 0.03657
-3.655, -5.553, -17.399, 0.03598
-6.043, -4.645, -18.005, 0.03633
-6.043, -3.294, -18.396, 0.03613
-4.922, -3.861, -18.178, 0.03588
-5.534, -4.383, -17.319, 0.03737
-4.071, -3.957, -17.684, 0.03631
-5.513, -5.044, -16.925, 0.03771
-6.227, -5.760, -16.332, 0.03897
